county_state,num_hospitals,num_acute_care_hospitals,avg_acute_care_rating,median_acute_care_rating,pct_acute_care
"FRANKLIN, IN",1,,,,
"FRANKLIN, IL",1,,,,
"FRANKLIN, ID",1,,,,
"FRANKLIN, IA",1,,,,
"FRANKLIN, GA",1,1.0,3.0,3.0,100.0
"FRANKLIN, FL",1,,,,
"FRANKLIN, AR",1,,,,
"FOSTER, ND",1,,,,
"FORSYTH, GA",1,1.0,4.0,4.0,100.0
"FORREST, MS",1,1.0,1.0,1.0,100.0
"FORD, IL",1,,,,
"FLOYD, TX",1,,,,
"FLOYD, IA",1,,,,
"FLEMING, KY",1,1.0,3.0,3.0,100.0
"FLAGLER, FL",1,1.0,3.0,3.0,100.0
"FISHER, TX",1,,,,
"FINNEY, KS",1,1.0,2.0,2.0,100.0
"FILLMORE, NE",1,,,,
"FERRY, WA",1,,,,
"FERGUS, MT",1,,,,
"FENTRESS, TN",1,1.0,4.0,4.0,100.0
"FAYETTE, TX",1,1.0,3.0,3.0,100.0
"FAYETTE, OH",1,,,,
"FAYETTE, IN",1,1.0,4.0,4.0,100.0
"FAYETTE, IL",1,,,,
"FAYETTE, GA",1,1.0,2.0,2.0,100.0
"FAUQUIER, VA",1,1.0,2.0,2.0,100.0
"EDMUNDS, SD",1,,,,
"EDGEFIELD, SC",1,,,,
"EDGECOMBE, NC",1,1.0,3.0,3.0,100.0
"EDGAR, IL",1,,,,
"DICKINSON, MI",1,1.0,4.0,4.0,100.0
"DICKINSON, IA",1,1.0,4.0,4.0,100.0
"DICKEY, ND",1,,,,
"DICKENSON, VA",1,,,,
"DEWEY, SD",1,1.0,,,100.0
"DEWEY, OK",1,,,,
"DEUEL, SD",1,,,,
"DES MOINES, IA",1,1.0,2.0,2.0,100.0
"DENT, MO",1,,,,
"DELTA, MI",1,,,,
"DELTA, CO",1,1.0,4.0,4.0,100.0
"DELAWARE, OK",1,1.0,3.0,3.0,100.0
"DELAWARE, OH",1,1.0,5.0,5.0,100.0
"DELAWARE, IA",1,,,,
"DEL NORTE, CA",1,1.0,3.0,3.0,100.0
"DECATUR, TN",1,1.0,3.0,3.0,100.0
"DECATUR, KS",1,,,,
"DECATUR, IN",1,,,,
"DECATUR, IA",1,,,,
"DECATUR, GA",1,1.0,2.0,2.0,100.0
"DEAF SMITH, TX",1,1.0,3.0,3.0,100.0
"DE WITT, TX",1,1.0,3.0,3.0,100.0
"DE WITT, IL",1,,,,
"DE SOTO, LA",1,1.0,2.0,2.0,100.0
"DE SOTO, FL",1,1.0,3.0,3.0,100.0
"DE KALB, TN",1,1.0,4.0,4.0,100.0
"DE KALB, AL",1,1.0,2.0,2.0,100.0
"DICKSON, TN",1,1.0,3.0,3.0,100.0
"DILLINGHAM, AK",1,,,,
"DILLON, SC",1,1.0,4.0,4.0,100.0
"DUBOIS, IN",1,1.0,5.0,5.0,100.0
"EASTLAND, TX",1,1.0,2.0,2.0,100.0
"EASTERN DISTRICT, AS",1,1.0,,,100.0
"EAST FELICIANA, LA",1,,,,
"EAST CARROLL, LA",1,1.0,4.0,4.0,100.0
"EARLY, GA",1,,,,
"EAGLE, CO",1,1.0,4.0,4.0,100.0
"DYER, TN",1,1.0,1.0,1.0,100.0
"DUPLIN, NC",1,1.0,4.0,4.0,100.0
"DUNN, WI",1,,,,
"DUNDY, NE",1,,,,
"DUKES, MA",1,,,,
"DUCHESNE, UT",1,1.0,3.0,3.0,100.0
"DREW, AR",1,1.0,3.0,3.0,100.0
"DIMMIT, TX",1,,,,
"DOUGLAS, WI",1,,,,
"DOUGLAS, SD",1,,,,
"DOUGLAS, NV",1,,,,
"DOUGLAS, KS",1,1.0,4.0,4.0,100.0
"DOUGLAS, GA",1,1.0,3.0,3.0,100.0
"DOUGHERTY, GA",1,1.0,1.0,1.0,100.0
"DORCHESTER, MD",1,,,,
"DOOR, WI",1,,,,
"DOOLY, GA",1,1.0,,,100.0
"DODGE, NE",1,1.0,4.0,4.0,100.0
"DODGE, GA",1,1.0,3.0,3.0,100.0
"DIVIDE, ND",1,,,,
"CHIPPEWA, MN",1,,,,
"CHILTON, AL",1,1.0,,,100.0
"MERRICK, NE",1,,,,
"BEAVERHEAD, MT",1,,,,
"BEAVER, OK",1,,,,
"BEAUFORT, NC",1,1.0,3.0,3.0,100.0
"BEAR LAKE, ID",1,,,,
"BEADLE, SD",1,,,,
"BAYLOR, TX",1,1.0,4.0,4.0,100.0
"BAY, MI",1,1.0,3.0,3.0,100.0
"BATH, VA",1,,,,
"BATES, MO",1,1.0,3.0,3.0,100.0
"BASTROP, TX",1,1.0,4.0,4.0,100.0
"BARTOW, GA",1,1.0,4.0,4.0,100.0
"BARTON, MO",1,,,,
"BARTHOLOMEW, IN",1,1.0,4.0,4.0,100.0
"BARRY, MI",1,1.0,4.0,4.0,100.0
"BARROW, GA",1,1.0,3.0,3.0,100.0
"BARREN, KY",1,1.0,2.0,2.0,100.0
"BARNES, ND",1,,,,
"BARBOUR, WV",1,,,,
"BARBOUR, AL",1,1.0,3.0,3.0,100.0
"BARAGA, MI",1,,,,
"BANNOCK, ID",1,1.0,4.0,4.0,100.0
"BALDWIN, GA",1,1.0,3.0,3.0,100.0
"BAKER, OR",1,,,,
"BAKER, FL",1,1.0,3.0,3.0,100.0
"BAILEY, TX",1,,,,
"BACON, GA",1,,,,
"BACA, CO",1,,,,
"AVERY, NC",1,,,,
"BEAVER, PA",1,1.0,3.0,3.0,100.0
"BECKER, MN",1,1.0,4.0,4.0,100.0
"BOLIVAR, MS",1,1.0,2.0,2.0,100.0
"BECKHAM, OK",1,1.0,3.0,3.0,100.0
"BLOUNT, TN",1,1.0,2.0,2.0,100.0
"BLOUNT, AL",1,,,,
"BLEDSOE, TN",1,,,,
"BLECKLEY, GA",1,,,,
"BLAINE, MT",1,,,,
"BLAINE, ID",1,,,,
"BLADEN, NC",1,,,,
"BLACKFORD, IN",1,,,,
"BIENVILLE, LA",1,,,,
"BIBB, AL",1,1.0,,,100.0
"BETHEL, AK",1,1.0,3.0,3.0,100.0
"BERTIE, NC",1,,,,
"BERRIEN, GA",1,1.0,,,100.0
"BERKELEY, WV",1,1.0,3.0,3.0,100.0
"BENZIE, MI",1,,,,
"BENTON, TN",1,,,,
"BENTON, OR",1,1.0,4.0,4.0,100.0
"BENTON, IA",1,,,,
"BENNINGTON, VT",1,1.0,4.0,4.0,100.0
"BENNETT, SD",1,,,,
"BENEWAH, ID",1,,,,
"BEN HILL, GA",1,1.0,3.0,3.0,100.0
"BELKNAP, NH",1,1.0,3.0,3.0,100.0
"BEE, TX",1,1.0,2.0,2.0,100.0
"BEDFORD, VA",1,1.0,3.0,3.0,100.0
"BEDFORD, TN",1,1.0,3.0,3.0,100.0
"BEDFORD, PA",1,1.0,3.0,3.0,100.0
"AUTAUGA, AL",1,1.0,3.0,3.0,100.0
"AUSTIN, TX",1,1.0,,,100.0
"AUGUSTA, VA",1,1.0,4.0,4.0,100.0
"AUGLAIZE, OH",1,1.0,4.0,4.0,100.0
"ALLEGAN, MI",1,,,,
"ALLAMAKEE, IA",1,,,,
"ALGER, MI",1,,,,
"ALEXANDRIA CITY, VA",1,1.0,4.0,4.0,100.0
"ALCORN, MS",1,1.0,2.0,2.0,100.0
"ALBEMARLE, VA",1,1.0,4.0,4.0,100.0
"ALBANY, WY",1,1.0,3.0,3.0,100.0
"ALAMOSA, CO",1,1.0,3.0,3.0,100.0
"ALAMANCE, NC",1,1.0,1.0,1.0,100.0
"AITKIN, MN",1,,,,
"AIKEN, SC",1,1.0,2.0,2.0,100.0
"AGUADILLA, PR",1,1.0,,,100.0
"ADDISON, VT",1,,,,
"ADAMS, WI",1,,,,
"ADAMS, PA",1,1.0,4.0,4.0,100.0
"ADAMS, OH",1,,,,
"ADAMS, NE",1,1.0,3.0,3.0,100.0
"ADAMS, ND",1,,,,
"ADAMS, MS",1,1.0,2.0,2.0,100.0
"ADAMS, IN",1,,,,
"ADAMS, IL",1,1.0,3.0,3.0,100.0
"ADAMS, IA",1,,,,
"ADAIR, OK",1,1.0,5.0,5.0,100.0
"ADAIR, MO",1,1.0,4.0,4.0,100.0
"ADAIR, KY",1,1.0,3.0,3.0,100.0
"ADAIR, IA",1,,,,
"ACCOMACK, VA",1,1.0,4.0,4.0,100.0
"ALLEGHANY, NC",1,,,,
"ALLEGHANY, VA",1,1.0,3.0,3.0,100.0
"ALLEN, KS",1,,,,
"ASHE, NC",1,,,,
"AUDUBON, IA",1,,,,
"AUDRAIN, MO",1,1.0,3.0,3.0,100.0
"ATTALA, MS",1,,,,
"ATOKA, OK",1,,,,
"ATCHISON, MO",1,,,,
"ATCHISON, KS",1,,,,
"ATASCOSA, TX",1,1.0,4.0,4.0,100.0
"ASSUMPTION, LA",1,,,,
"ASOTIN, WA",1,,,,
"ASHLEY, AR",1,,,,
"ASHLAND, WI",1,,,,
"ASHLAND, OH",1,1.0,4.0,4.0,100.0
"ARMSTRONG, PA",1,1.0,2.0,2.0,100.0
"ALLEN, KY",1,,,,
"ARENAC, MI",1,,,,
"ARCHULETA, CO",1,,,,
"APPLING, GA",1,1.0,4.0,4.0,100.0
"APPANOOSE, IA",1,,,,
"ANTELOPE, NE",1,,,,
"ANSON, NC",1,1.0,,,100.0
"ANDREWS, TX",1,1.0,4.0,4.0,100.0
"ANDERSON, TX",1,1.0,2.0,2.0,100.0
"ANDERSON, KS",1,,,,
"AMADOR, CA",1,1.0,4.0,4.0,100.0
"ALPENA, MI",1,1.0,3.0,3.0,100.0
"ALLENDALE, SC",1,,,,
"BLUE EARTH, MN",1,1.0,4.0,4.0,100.0
"BOND, IL",1,1.0,3.0,3.0,100.0
"CHILDRESS, TX",1,1.0,4.0,4.0,100.0
"CAYEY, PR",1,1.0,,,100.0
"CATTARAUGUS, NY",1,1.0,3.0,3.0,100.0
"CATOOSA, GA",1,1.0,,,100.0
"CASTRO, TX",1,,,,
"CASSIA, ID",1,,,,
"CASS, MN",1,,,,
"CASS, MI",1,,,,
"CASS, IA",1,,,,
"CASEY, KY",1,,,,
"CARVER, MN",1,1.0,3.0,3.0,100.0
"CARTERET, NC",1,1.0,4.0,4.0,100.0
"CARTER, TN",1,1.0,3.0,3.0,100.0
"CARTER, MT",1,,,,
"CARSON CITY, NV",1,1.0,4.0,4.0,100.0
"CARROLL, TN",1,1.0,4.0,4.0,100.0
"CARROLL, MO",1,,,,
"CARROLL, KY",1,,,,
"CAROLINA, PR",1,1.0,,,100.0
"CARIBOU, ID",1,,,,
"CARBON, WY",1,,,,
"CARBON, UT",1,1.0,4.0,4.0,100.0
"CARBON, MT",1,,,,
"CAPE MAY, NJ",1,1.0,3.0,3.0,100.0
"CANNON, TN",1,1.0,4.0,4.0,100.0
"CANDLER, GA",1,,,,
"CAMPBELL, WY",1,1.0,4.0,4.0,100.0
"CAMPBELL, KY",1,1.0,3.0,3.0,100.0
"CAMP, TX",1,,,,
"CAVALIER, ND",1,,,,
"CAYUGA, NY",1,1.0,1.0,1.0,100.0
"BONNER, ID",1,,,,
"CECIL, MD",1,1.0,2.0,2.0,100.0
"CHICOT, AR",1,,,,
"CHICKASAW, MS",1,1.0,,,100.0
"CHICKASAW, IA",1,,,,
"CHEYENNE, NE",1,,,,
"CHEYENNE, KS",1,,,,
"CHEYENNE, CO",1,,,,
"CHESTERFIELD, SC",1,1.0,2.0,2.0,100.0
"CHESTER, SC",1,1.0,3.0,3.0,100.0
"CHESHIRE, NH",1,1.0,3.0,3.0,100.0
"CHESAPEAKE CITY, VA",1,1.0,3.0,3.0,100.0
"CHERRY, NE",1,,,,
"CHEROKEE, SC",1,1.0,2.0,2.0,100.0
"CHEROKEE, NC",1,,,,
"CHEROKEE, GA",1,1.0,2.0,2.0,100.0
"CHEROKEE, AL",1,1.0,4.0,4.0,100.0
"CHENANGO, NY",1,1.0,3.0,3.0,100.0
"CHEATHAM, TN",1,,,,
"CHAUTAUQUA, KS",1,,,,
"CHATHAM, NC",1,,,,
"CHASE, NE",1,,,,
"CHARLOTTESVILLE CITY, VA",1,1.0,2.0,2.0,100.0
"CHARLEVOIX, MI",1,,,,
"CHARLES, MD",1,1.0,3.0,3.0,100.0
"CHAMPAIGN, OH",1,,,,
"CHAFFEE, CO",1,,,,
"CERRO GORDO, IA",1,1.0,4.0,4.0,100.0
"CEDAR, MO",1,,,,
"CAMERON, LA",1,1.0,,,100.0
"CAMDEN, GA",1,1.0,3.0,3.0,100.0
"CALVERT, MD",1,1.0,4.0,4.0,100.0
"CALUMET, WI",1,,,,
"BROOKS, GA",1,,,,
"BROOKINGS, SD",1,1.0,4.0,4.0,100.0
"BROADWATER, MT",1,,,,
"BREWSTER, TX",1,,,,
"BRECKINRIDGE, KY",1,,,,
"BREATHITT, KY",1,1.0,2.0,2.0,100.0
"BRAXTON, WV",1,,,,
"BRANCH, MI",1,1.0,3.0,3.0,100.0
"BRADLEY, TN",1,1.0,1.0,1.0,100.0
"BRADLEY, AR",1,,,,
"BRADFORD, FL",1,,,,
"BOYLE, KY",1,1.0,3.0,3.0,100.0
"BOYD, NE",1,,,,
"BOX BUTTE, NE",1,,,,
"BOWMAN, ND",1,,,,
"BOURBON, KY",1,1.0,3.0,3.0,100.0
"BOURBON, KS",1,1.0,3.0,3.0,100.0
"BOUNDARY, ID",1,,,,
"BOTTINEAU, ND",1,,,,
"BOSSIER, LA",1,,,,
"BOSQUE, TX",1,,,,
"BOONE, WV",1,,,,
"BOONE, NE",1,,,,
"BOONE, KY",1,1.0,3.0,3.0,100.0
"BOONE, IN",1,1.0,4.0,4.0,100.0
"BOONE, IA",1,,,,
"BOONE, AR",1,1.0,3.0,3.0,100.0
"BROOMFIELD, CO",1,1.0,3.0,3.0,100.0
"BROWN, NE",1,,,,
"BROWN, TX",1,1.0,1.0,1.0,100.0
"CABARRUS, NC",1,1.0,2.0,2.0,100.0
"CALLOWAY, KY",1,1.0,2.0,2.0,100.0
"CALHOUN, WV",1,,,,
"CALHOUN, TX",1,,,,
"CALHOUN, MS",1,,,,
"CALHOUN, IA",1,,,,
"CALHOUN, FL",1,,,,
"CALEDONIA, VT",1,,,,
"CALDWELL, TX",1,,,,
"CALDWELL, NC",1,1.0,2.0,2.0,100.0
"CALDWELL, KY",1,,,,
"CALAVERAS, CA",1,,,,
"CABO ROJO, PR",1,,,,
"BUTTS, GA",1,,,,
"BRULE, SD",1,,,,
"BUTTE, ID",1,,,,
"BUTLER, PA",1,1.0,4.0,4.0,100.0
"BUTLER, NE",1,,,,
"BURT, NE",1,,,,
"BURNETT, WI",1,,,,
"BURLESON, TX",1,,,,
"BURKE, GA",1,1.0,,,100.0
"BULLOCK, AL",1,1.0,,,100.0
"BULLOCH, GA",1,1.0,2.0,2.0,100.0
"BUENA VISTA, IA",1,,,,
"BUCHANAN, VA",1,1.0,4.0,4.0,100.0
"BRYAN, OK",1,1.0,2.0,2.0,100.0
"FRANKLIN, KS",1,1.0,4.0,4.0,100.0
"FRANKLIN, KY",1,1.0,2.0,2.0,100.0
"FRANKLIN, LA",1,1.0,3.0,3.0,100.0
"LANDER, NV",1,,,,
"LAMPASAS, TX",1,,,,
"LAMOILLE, VT",1,,,,
"LAMB, TX",1,1.0,,,100.0
"LAMAR, TX",1,1.0,2.0,2.0,100.0
"LAKE OF  WOODS, MN",1,,,,
"LAKE, SD",1,,,,
"LAKE, OR",1,,,,
"LAKE, CO",1,,,,
"LAGRANGE, IN",1,,,,
"LAFAYETTE, WI",1,,,,
"LAFAYETTE, MS",1,1.0,2.0,2.0,100.0
"LAFAYETTE, MO",1,,,,
"LACLEDE, MO",1,1.0,3.0,3.0,100.0
"KOSSUTH, IA",1,,,,
"KOOCHICHING, MN",1,,,,
"KODIAK ISLAND BOROUGH, AK",1,,,,
"KNOX, TX",1,1.0,,,100.0
"KNOX, OH",1,1.0,2.0,2.0,100.0
"KNOX, NE",1,,,,
"KNOX, ME",1,1.0,3.0,3.0,100.0
"KNOX, KY",1,,,,
"KNOX, IN",1,1.0,4.0,4.0,100.0
"KLEBERG, TX",1,1.0,2.0,2.0,100.0
"KLAMATH, OR",1,1.0,3.0,3.0,100.0
"KITTSON, MN",1,,,,
"KITTITAS, WA",1,,,,
"KITSAP, WA",1,1.0,3.0,3.0,100.0
"LANCASTER, VA",1,,,,
"LANE, KS",1,,,,
"LENOIR, NC",1,1.0,1.0,1.0,100.0
"LANGLADE, WI",1,,,,
"LEFLORE, MS",1,1.0,2.0,2.0,100.0
"LEE, NC",1,1.0,2.0,2.0,100.0
"LEE, IL",1,1.0,4.0,4.0,100.0
"LEE, AL",1,1.0,4.0,4.0,100.0
"LEAKE, MS",1,,,,
"LE SUEUR, MN",1,,,,
"LE FLORE, OK",1,,,,
"LAWRENCE, TN",1,1.0,4.0,4.0,100.0
"LAWRENCE, OH",1,1.0,,,100.0
"LAWRENCE, MS",1,,,,
"LAWRENCE, MO",1,,,,
"LAWRENCE, KY",1,1.0,3.0,3.0,100.0
"LAWRENCE, IL",1,,,,
"LAWRENCE, AR",1,,,,
"LAWRENCE, AL",1,1.0,4.0,4.0,100.0
"LAURENS, SC",1,1.0,4.0,4.0,100.0
"LAURENS, GA",1,1.0,4.0,4.0,100.0
"LAUREL, KY",1,1.0,4.0,4.0,100.0
"LAUDERDALE, TN",1,,,,
"LAUDERDALE, AL",1,1.0,3.0,3.0,100.0
"LATAH, ID",1,,,,
"LASSEN, CA",1,,,,
"LAS ANIMAS, CO",1,,,,
"LARES, PR",1,1.0,,,100.0
"LARAMIE, WY",1,1.0,3.0,3.0,100.0
"LAPEER, MI",1,1.0,3.0,3.0,100.0
"LANIER, GA",1,,,,
"KIT CARSON, CO",1,,,,
"KIOWA, OK",1,1.0,3.0,3.0,100.0
"KIOWA, KS",1,,,,
"KIOWA, CO",1,,,,
"JOHNSON, NE",1,,,,
"JOHNSON, MO",1,1.0,3.0,3.0,100.0
"JOHNSON, KY",1,1.0,3.0,3.0,100.0
"JOHNSON, AR",1,1.0,2.0,2.0,100.0
"JO DAVIESS, IL",1,,,,
"JIM WELLS, TX",1,1.0,3.0,3.0,100.0
"JEWELL, KS",1,,,,
"JERSEY, IL",1,1.0,4.0,4.0,100.0
"JEROME, ID",1,,,,
"JERAULD, SD",1,,,,
"JENNINGS, IN",1,,,,
"JENKINS, GA",1,,,,
"JEFFERSON DAVIS, MS",1,,,,
"JEFFERSON, WV",1,,,,
"JEFFERSON, WI",1,1.0,5.0,5.0,100.0
"JEFFERSON, WA",1,,,,
"JEFFERSON, TN",1,1.0,3.0,3.0,100.0
"JEFFERSON, OR",1,,,,
"JEFFERSON, OK",1,,,,
"JEFFERSON, OH",1,1.0,3.0,3.0,100.0
"JEFFERSON, NE",1,,,,
"JEFFERSON, MS",1,1.0,,,100.0
"JEFFERSON, KS",1,,,,
"JEFFERSON, IA",1,,,,
"JEFFERSON, GA",1,1.0,3.0,3.0,100.0
"JEFFERSON, AR",1,1.0,1.0,1.0,100.0
"JEFF DAVIS, GA",1,,,,
"JOHNSON, TN",1,,,,
"JOHNSON, WY",1,,,,
"JOHNSTON, NC",1,1.0,4.0,4.0,100.0
"KEMPER, MS",1,,,,
"KINGSBURY, SD",1,,,,
"KINGS, CA",1,1.0,2.0,2.0,100.0
"KINGMAN, KS",1,,,,
"KINGFISHER, OK",1,,,,
"KIMBLE, TX",1,,,,
"KIMBALL, NE",1,,,,
"KETCHIKAN GATEWAY, AK",1,,,,
"KERSHAW, SC",1,1.0,4.0,4.0,100.0
"KEOKUK, IA",1,,,,
"KENTON, KY",1,1.0,4.0,4.0,100.0
"KENT, RI",1,1.0,2.0,2.0,100.0
"KENT, MD",1,1.0,3.0,3.0,100.0
"KEITH, NE",1,,,,
"JOHNSTON, OK",1,,,,
"KEARNY, KS",1,,,,
"KEARNEY, NE",1,,,,
"KARNES, TX",1,,,,
"KANE, UT",1,,,,
"KANABEC, MN",1,,,,
"KALKASKA, MI",1,,,,
"JUNEAU, WI",1,1.0,3.0,3.0,100.0
"JUNEAU, AK",1,1.0,4.0,4.0,100.0
"JUAB, UT",1,,,,
"JOSEPHINE, OR",1,1.0,5.0,5.0,100.0
"JONES, MS",1,1.0,3.0,3.0,100.0
"JONES, IA",1,,,,
"LEMHI, ID",1,,,,
"LESLIE, KY",1,,,,
"FRANKLIN, MA",1,1.0,4.0,4.0,100.0
"MASON, MI",1,1.0,3.0,3.0,100.0
"MASON, IL",1,,,,
"MARTIN, TX",1,,,,
"MARTIN, NC",1,1.0,2.0,2.0,100.0
"MARTIN, MN",1,1.0,3.0,3.0,100.0
"MARSHALL, WV",1,1.0,2.0,2.0,100.0
"MARSHALL, TN",1,,,,
"MARSHALL, SD",1,,,,
"MARSHALL, OK",1,,,,
"MARSHALL, MS",1,1.0,2.0,2.0,100.0
"MARSHALL, MN",1,,,,
"MARSHALL, KY",1,,,,
"MARSHALL, KS",1,,,,
"MARSHALL, IA",1,1.0,3.0,3.0,100.0
"MARSHALL, AL",1,1.0,1.0,1.0,100.0
"MARIPOSA, CA",1,,,,
"MARION, WV",1,1.0,2.0,2.0,100.0
"MARION, SC",1,1.0,2.0,2.0,100.0
"MARION, OH",1,1.0,2.0,2.0,100.0
"MARION, MS",1,1.0,3.0,3.0,100.0
"MARION, MO",1,1.0,3.0,3.0,100.0
"MARION, KY",1,1.0,3.0,3.0,100.0
"MARION, AL",1,1.0,5.0,5.0,100.0
"MARINETTE, WI",1,1.0,3.0,3.0,100.0
"MARENGO, AL",1,1.0,3.0,3.0,100.0
"MANISTEE, MI",1,1.0,4.0,4.0,100.0
"MANASSAS CITY, VA",1,1.0,2.0,2.0,100.0
"MALHEUR, OR",1,1.0,4.0,4.0,100.0
"MASON, KY",1,1.0,3.0,3.0,100.0
"MASON, WA",1,,,,
"LETCHER, KY",1,1.0,3.0,3.0,100.0
"MASON, WV",1,1.0,3.0,3.0,100.0
"MERIWETHER, GA",1,,,,
"MERCER, OH",1,1.0,4.0,4.0,100.0
"MERCER, ND",1,,,,
"MERCER, KY",1,,,,
"MERCER, IL",1,,,,
"MEEKER, MN",1,,,,
"MEDINA, TX",1,,,,
"MECOSTA, MI",1,1.0,4.0,4.0,100.0
"MECKLENBURG, VA",1,1.0,3.0,3.0,100.0
"MEAGHER, MT",1,,,,
"MEADE, SD",1,,,,
"MEADE, KS",1,,,,
"MCKENZIE, ND",1,,,,
"MCCONE, MT",1,,,,
"MCCLAIN, OK",1,1.0,3.0,3.0,100.0
"MC PHERSON, SD",1,,,,
"MC MINN, TN",1,1.0,2.0,2.0,100.0
"MC KEAN, PA",1,1.0,3.0,3.0,100.0
"MC DUFFIE, GA",1,1.0,3.0,3.0,100.0
"MC DOWELL, WV",1,1.0,4.0,4.0,100.0
"MC DOWELL, NC",1,1.0,3.0,3.0,100.0
"MC DONOUGH, IL",1,1.0,2.0,2.0,100.0
"MC CULLOCH, TX",1,,,,
"MAYES, OK",1,1.0,4.0,4.0,100.0
"MAVERICK, TX",1,1.0,4.0,4.0,100.0
"MATANUSKA-SUSITNA, AK",1,1.0,3.0,3.0,100.0
"MASSAC, IL",1,,,,
"MAJOR, OK",1,,,,
"MAHNOMEN, MN",1,,,,
"MAHASKA, IA",1,,,,
"MADISON, TX",1,,,,
"LOGAN, CO",1,1.0,4.0,4.0,100.0
"LLANO, TX",1,1.0,3.0,3.0,100.0
"LIVINGSTON, NY",1,1.0,2.0,2.0,100.0
"LIVINGSTON, MO",1,,,,
"LIVINGSTON, KY",1,,,,
"LIVINGSTON, IL",1,1.0,4.0,4.0,100.0
"LITTLE RIVER, AR",1,,,,
"LINN, MO",1,,,,
"LINCOLN, TN",1,1.0,4.0,4.0,100.0
"LINCOLN, NV",1,,,,
"LINCOLN, NM",1,,,,
"LINCOLN, NE",1,1.0,3.0,3.0,100.0
"LINCOLN, NC",1,1.0,4.0,4.0,100.0
"LINCOLN, MT",1,,,,
"LINCOLN, MS",1,1.0,2.0,2.0,100.0
"LINCOLN, MO",1,,,,
"LINCOLN, ME",1,,,,
"LINCOLN, KY",1,,,,
"LINCOLN, KS",1,,,,
"LINCOLN, CO",1,,,,
"LIMESTONE, AL",1,1.0,4.0,4.0,100.0
"LICKING, OH",1,1.0,3.0,3.0,100.0
"LIBERTY, MT",1,,,,
"LIBERTY, GA",1,,,,
"LEXINGTON CITY, VA",1,,,,
"LEWIS, NY",1,,,,
"LEVY, FL",1,1.0,,,100.0
"LOGAN, IL",1,,,,
"LOGAN, KS",1,,,,
"LOGAN, KY",1,1.0,4.0,4.0,100.0
"LYON, KS",1,,,,
"MADISON, OH",1,1.0,3.0,3.0,100.0
"MADISON, NE",1,1.0,4.0,4.0,100.0
"MADISON, MS",1,1.0,2.0,2.0,100.0
"MADISON, MO",1,,,,
"MADISON, LA",1,,,,
"MADISON, ID",1,1.0,4.0,4.0,100.0
"MADISON, IA",1,,,,
"MADISON, FL",1,,,,
"MACON, TN",1,,,,
"MACON, MO",1,,,,
"MACKINAC, MI",1,,,,
"LYON, NV",1,,,,
"LYON, IA",1,,,,
"LOGAN, OH",1,1.0,3.0,3.0,100.0
"LYNN, TX",1,,,,
"LYNCHBURG CITY, VA",1,1.0,5.0,5.0,100.0
"LUNA, NM",1,,,,
"LUMPKIN, GA",1,1.0,2.0,2.0,100.0
"LUCE, MI",1,,,,
"LUCAS, IA",1,,,,
"LOWNDES, MS",1,1.0,2.0,2.0,100.0
"LOVE, OK",1,,,,
"LOUDON, TN",1,1.0,3.0,3.0,100.0
"LOS ALAMOS, NM",1,1.0,3.0,3.0,100.0
"LOGAN, WV",1,1.0,4.0,4.0,100.0
"LOGAN, OK",1,,,,
"JAY, IN",1,,,,
"JASPER, TX",1,1.0,2.0,2.0,100.0
"JASPER, SC",1,1.0,3.0,3.0,100.0
"GREENE, PA",1,1.0,3.0,3.0,100.0
"GREENE, IL",1,,,,
"GREENE, IA",1,,,,
"GREENE, GA",1,,,,
"GREENE, AR",1,1.0,2.0,2.0,100.0
"GREENE, AL",1,1.0,3.0,3.0,100.0
"GREENBRIER, WV",1,1.0,4.0,4.0,100.0
"GREEN LAKE, WI",1,,,,
"GREEN, WI",1,1.0,5.0,5.0,100.0
"GREEN, KY",1,,,,
"GREELEY, KS",1,,,,
"GRAYSON, KY",1,1.0,4.0,4.0,100.0
"GRAY, TX",1,1.0,4.0,4.0,100.0
"GRAVES, KY",1,1.0,4.0,4.0,100.0
"GRATIOT, MI",1,1.0,3.0,3.0,100.0
"GRANT, WV",1,,,,
"GRANT, SD",1,,,,
"GRANT, OR",1,,,,
"GRANT, NM",1,1.0,3.0,3.0,100.0
"GRANT, ND",1,,,,
"GRANT, MN",1,,,,
"GRANT, KY",1,,,,
"GRANT, KS",1,1.0,,,100.0
"GRANITE, MT",1,,,,
"GRAND TRAVERSE, MI",1,1.0,4.0,4.0,100.0
"GRAND, UT",1,,,,
"GRAND, CO",1,,,,
"GRAHAM, KS",1,,,,
"GREENE, IN",1,,,,
"GREENWOOD, KS",1,,,,
"JASPER, MS",1,1.0,,,100.0
"GREENWOOD, SC",1,1.0,4.0,4.0,100.0
"HAMPTON, SC",1,1.0,2.0,2.0,100.0
"HAMPSHIRE, WV",1,,,,
"HAMPSHIRE, MA",1,1.0,3.0,3.0,100.0
"HAMILTON, NE",1,,,,
"HAMILTON, KS",1,,,,
"HAMILTON, IL",1,,,,
"HAMILTON, IA",1,,,,
"HALL, NE",1,1.0,3.0,3.0,100.0
"HALL, GA",1,1.0,3.0,3.0,100.0
"HALIFAX, VA",1,1.0,2.0,2.0,100.0
"HALE, AL",1,1.0,3.0,3.0,100.0
"HABERSHAM, GA",1,1.0,2.0,2.0,100.0
"HAAKON, SD",1,,,,
"GUTHRIE, IA",1,,,,
"GUNNISON, CO",1,,,,
